# Rocha-Lima et al. (2018) ACP 18, 1023-1043, Fig. 10.
# Imaginary refractive index of Saharan dust, digitised from
# the published figure -- the paper tabulates no k anywhere,
# and its data are available only on request from the author.
# Real part is an ASSUMED constant 1.56 in that paper, not a
# retrieval. Accuracy about +/-0.0005 in k; validated against
# the four values the text states. Regenerate with --digitize.
panel,series,wavelength_nm,k
algeria,fine_tmatrix,1969.6,0.005938
algeria,fine_tmatrix,1988.3,0.005919
algeria,fine_tmatrix,1992.9,0.005938
algeria,fine_tmatrix,1997.6,0.005938
algeria,fine_tmatrix,2002.2,0.005938
algeria,fine_tmatrix,2006.9,0.005938
algeria,fine_tmatrix,2011.6,0.005938
algeria,fine_tmatrix,2016.2,0.005938
algeria,fine_tmatrix,2020.9,0.005919
algeria,fine_tmatrix,2039.5,0.005957
algeria,fine_tmatrix,2044.2,0.005976
algeria,fine_tmatrix,2048.8,0.005976
algeria,fine_tmatrix,2053.5,0.005976
algeria,fine_tmatrix,2058.2,0.005976
algeria,fine_tmatrix,2062.8,0.005976
algeria,fine_tmatrix,2067.5,0.005976
algeria,fine_tmatrix,2072.1,0.005957
algeria,fine_tmatrix,2090.8,0.005938
algeria,fine_tmatrix,2095.4,0.005957
algeria,fine_tmatrix,2100.1,0.005957
algeria,fine_tmatrix,2104.8,0.005957
algeria,fine_tmatrix,2109.4,0.005957
algeria,fine_tmatrix,2114.1,0.005957
algeria,fine_tmatrix,2118.7,0.005957
algeria,fine_tmatrix,2123.4,0.005919
algeria,fine_tmatrix,2137.4,0.00695
algeria,fine_tmatrix,2142.0,0.006969
algeria,fine_tmatrix,2146.7,0.006969
algeria,fine_tmatrix,2151.4,0.006969
algeria,fine_tmatrix,2156.0,0.006969
algeria,fine_tmatrix,2160.7,0.006969
algeria,fine_tmatrix,2165.3,0.006969
algeria,fine_tmatrix,2170.0,0.00695
algeria,fine_tmatrix,2188.6,0.00653
algeria,fine_tmatrix,2193.3,0.006549
algeria,fine_tmatrix,2198.0,0.006549
algeria,fine_tmatrix,2202.6,0.006549
algeria,fine_tmatrix,2207.3,0.006549
algeria,fine_tmatrix,2211.9,0.006549
algeria,fine_tmatrix,2216.6,0.006549
algeria,fine_tmatrix,2221.3,0.006072
algeria,fine_tmatrix,2239.9,0.00695
algeria,fine_tmatrix,2244.6,0.00695
algeria,fine_tmatrix,2249.2,0.00695
algeria,fine_tmatrix,2253.9,0.00695
algeria,fine_tmatrix,2258.5,0.00695
algeria,fine_tmatrix,2263.2,0.00695
algeria,fine_tmatrix,2267.9,0.00695
algeria,fine_tmatrix,2272.5,0.006912
algeria,fine_tmatrix,2291.2,0.007962
algeria,fine_tmatrix,2295.8,0.007962
algeria,fine_tmatrix,2300.5,0.007962
algeria,fine_tmatrix,2305.1,0.007962
algeria,fine_tmatrix,2309.8,0.007962
algeria,fine_tmatrix,2314.5,0.007962
algeria,fine_tmatrix,2319.1,0.007943
algeria,fine_tmatrix,2323.8,0.007905
algeria,fine_tmatrix,2337.8,0.007351
algeria,fine_tmatrix,2342.4,0.007389
algeria,fine_tmatrix,2347.1,0.007389
algeria,fine_tmatrix,2351.7,0.007389
algeria,fine_tmatrix,2356.4,0.007389
algeria,fine_tmatrix,2361.1,0.007389
algeria,fine_tmatrix,2365.7,0.007389
algeria,fine_tmatrix,2370.4,0.00737
algeria,fine_tmatrix,2389.0,0.007351
algeria,fine_tmatrix,2393.7,0.007408
algeria,fine_tmatrix,2398.3,0.007408
algeria,fine_tmatrix,2403.0,0.007408
algeria,fine_tmatrix,2407.7,0.007408
algeria,fine_tmatrix,2412.3,0.007408
algeria,fine_tmatrix,2417.0,0.007408
algeria,fine_tmatrix,2421.7,0.007351
algeria,fine_tmatrix,2440.3,0.009776
algeria,fine_tmatrix,2445.0,0.009795
algeria,fine_tmatrix,2449.6,0.009795
algeria,fine_tmatrix,2454.3,0.009795
algeria,fine_tmatrix,2458.9,0.009795
algeria,fine_tmatrix,2463.6,0.009795
algeria,fine_tmatrix,2468.3,0.009795
algeria,fine_tmatrix,2472.9,0.009737
algeria,fine_tmatrix,2617.4,0.007981
algeria,fine_tmatrix,2622.0,0.007981
algeria,fine_tmatrix,2626.7,0.007981
algeria,fine_tmatrix,2631.4,0.007981
algeria,fine_tmatrix,2636.0,0.007981
algeria,fine_tmatrix,2640.7,0.007981
algeria,mixed_mie,338.5,0.00737
algeria,mixed_mie,343.2,0.00737
algeria,mixed_mie,347.9,0.00737
algeria,mixed_mie,352.5,0.00737
algeria,mixed_mie,357.2,0.00737
algeria,mixed_mie,361.8,0.007465
algeria,mixed_mie,366.5,0.007465
algeria,mixed_mie,371.2,0.007733
algeria,mixed_mie,375.8,0.007752
algeria,mixed_mie,380.5,0.007752
algeria,mixed_mie,385.1,0.007733
algeria,mixed_mie,389.8,0.005747
algeria,mixed_mie,394.5,0.005747
algeria,mixed_mie,399.1,0.005613
algeria,mixed_mie,403.8,0.005575
algeria,mixed_mie,408.4,0.005537
algeria,mixed_mie,413.1,0.005136
algeria,mixed_mie,417.8,0.005117
algeria,mixed_mie,422.4,0.004258
algeria,mixed_mie,427.1,0.004239
algeria,mixed_mie,431.7,0.004239
algeria,mixed_mie,436.4,0.003303
algeria,mixed_mie,441.1,0.003284
algeria,mixed_mie,445.7,0.003284
algeria,mixed_mie,450.4,0.00315
algeria,mixed_mie,455.0,0.00315
algeria,mixed_mie,459.7,0.00315
algeria,mixed_mie,464.4,0.002826
algeria,mixed_mie,469.0,0.002826
algeria,mixed_mie,473.7,0.002711
algeria,mixed_mie,478.3,0.002692
algeria,mixed_mie,483.0,0.002692
algeria,mixed_mie,487.7,0.002138
algeria,mixed_mie,492.3,0.002138
algeria,mixed_mie,497.0,0.002024
algeria,mixed_mie,501.7,0.002024
algeria,mixed_mie,506.3,0.002024
algeria,mixed_mie,511.0,0.002005
algeria,mixed_mie,515.6,0.001833
algeria,mixed_mie,520.3,0.001642
algeria,mixed_mie,525.0,0.001585
algeria,mixed_mie,529.6,0.001585
algeria,mixed_mie,534.3,0.001585
algeria,mixed_mie,538.9,0.001394
algeria,mixed_mie,543.6,0.001394
algeria,mixed_mie,548.3,0.001241
algeria,mixed_mie,552.9,0.001222
algeria,mixed_mie,557.6,0.001222
algeria,mixed_mie,562.2,0.00105
algeria,mixed_mie,566.9,0.00105
algeria,mixed_mie,571.6,0.000916
algeria,mixed_mie,576.2,0.000878
algeria,mixed_mie,580.9,0.000878
algeria,mixed_mie,585.5,0.000878
algeria,mixed_mie,590.2,0.000821
algeria,mixed_mie,594.9,0.000821
algeria,mixed_mie,599.5,0.000726
algeria,mixed_mie,604.2,0.000706
algeria,mixed_mie,608.8,0.000706
algeria,mixed_mie,613.5,0.000706
algeria,mixed_mie,618.2,0.000706
algeria,mixed_mie,622.8,0.000687
algeria,mixed_mie,627.5,0.000687
algeria,mixed_mie,632.1,0.000687
algeria,mixed_mie,636.8,0.000687
algeria,mixed_mie,641.5,0.000687
algeria,mixed_mie,646.1,0.000687
algeria,mixed_mie,650.8,0.000668
algeria,mixed_mie,655.4,0.000668
algeria,mixed_mie,660.1,0.000649
algeria,mixed_mie,664.8,0.000573
algeria,mixed_mie,669.4,0.000573
algeria,mixed_mie,674.1,0.000516
algeria,mixed_mie,678.7,0.000516
algeria,mixed_mie,683.4,0.000516
algeria,mixed_mie,688.1,0.000554
algeria,mixed_mie,692.7,0.000573
algeria,mixed_mie,697.4,0.000573
algeria,mixed_mie,702.0,0.000611
algeria,mixed_mie,706.7,0.000611
algeria,mixed_mie,711.4,0.000611
algeria,mixed_mie,716.0,0.000611
algeria,mixed_mie,720.7,0.000611
algeria,mixed_mie,725.3,0.000592
algeria,mixed_mie,730.0,0.000611
algeria,mixed_mie,734.7,0.000611
algeria,mixed_mie,739.3,0.000611
algeria,mixed_mie,744.0,0.000611
algeria,mixed_mie,748.6,0.000611
algeria,mixed_mie,753.3,0.000611
algeria,mixed_mie,758.0,0.000611
algeria,mixed_mie,762.6,0.000611
algeria,mixed_mie,767.3,0.000611
algeria,mixed_mie,771.9,0.000611
algeria,mixed_mie,776.6,0.000592
algeria,mixed_mie,781.3,0.000592
algeria,mixed_mie,785.9,0.000573
algeria,mixed_mie,790.6,0.000535
algeria,mixed_mie,795.2,0.000535
algeria,mixed_mie,799.9,0.000516
algeria,mixed_mie,804.6,0.000516
algeria,mixed_mie,809.2,0.000516
algeria,mixed_mie,813.9,0.000516
algeria,mixed_mie,818.5,0.000516
algeria,mixed_mie,823.2,0.000516
algeria,mixed_mie,827.9,0.000516
algeria,mixed_mie,832.5,0.000516
algeria,mixed_mie,837.2,0.000516
algeria,mixed_mie,841.8,0.000535
algeria,mixed_mie,846.5,0.000554
algeria,mixed_mie,851.2,0.000554
algeria,mixed_mie,855.8,0.000554
algeria,mixed_mie,860.5,0.000535
algeria,mixed_mie,865.1,0.000496
algeria,mixed_mie,869.8,0.000496
algeria,mixed_mie,874.5,0.000458
algeria,mixed_mie,879.1,0.000458
algeria,mixed_mie,883.8,0.000458
algeria,mixed_mie,888.4,0.000458
algeria,mixed_mie,893.1,0.000458
algeria,mixed_mie,897.8,0.000439
algeria,mixed_mie,902.4,0.000439
algeria,mixed_mie,907.1,0.000439
algeria,mixed_mie,911.7,0.000477
algeria,mixed_mie,916.4,0.000477
algeria,mixed_mie,921.1,0.000477
algeria,mixed_mie,925.7,0.000496
algeria,mixed_mie,930.4,0.000496
algeria,mixed_mie,935.0,0.000516
algeria,mixed_mie,939.7,0.000554
algeria,mixed_mie,944.4,0.000554
algeria,mixed_mie,949.0,0.000554
algeria,mixed_mie,953.7,0.000554
algeria,mixed_mie,958.3,0.000554
algeria,mixed_mie,963.0,0.000554
algeria,mixed_mie,967.7,0.000554
algeria,mixed_mie,972.3,0.000554
algeria,mixed_mie,977.0,0.000535
algeria,mixed_mie,981.7,0.000554
algeria,mixed_mie,986.3,0.000573
algeria,mixed_mie,991.0,0.000592
algeria,mixed_mie,995.6,0.000592
algeria,mixed_mie,1000.3,0.000592
algeria,mixed_mie,1005.0,0.000611
algeria,mixed_mie,1009.6,0.000611
algeria,mixed_mie,1014.3,0.000611
algeria,mixed_mie,1018.9,0.000611
algeria,mixed_mie,1023.6,0.000592
algeria,mixed_mie,1028.3,0.000573
algeria,mixed_mie,1032.9,0.000573
algeria,mixed_mie,1037.6,0.000554
algeria,mixed_mie,1042.2,0.000554
algeria,mixed_mie,1046.9,0.000496
algeria,mixed_mie,1051.6,0.000496
algeria,mixed_mie,1056.2,0.000496
algeria,mixed_mie,1060.9,0.000516
algeria,mixed_mie,1065.5,0.000516
algeria,mixed_mie,1070.2,0.000516
algeria,mixed_mie,1074.9,0.000516
algeria,mixed_mie,1079.5,0.000535
algeria,mixed_mie,1084.2,0.000535
algeria,mixed_mie,1088.8,0.000554
algeria,mixed_mie,1093.5,0.000554
algeria,mixed_mie,1098.2,0.000573
algeria,mixed_mie,1102.8,0.000611
algeria,mixed_mie,1107.5,0.00063
algeria,mixed_mie,1112.1,0.00063
algeria,mixed_mie,1116.8,0.00063
algeria,mixed_mie,1121.5,0.00063
algeria,mixed_mie,1126.1,0.00063
algeria,mixed_mie,1130.8,0.00063
algeria,mixed_mie,1135.4,0.00063
algeria,mixed_mie,1140.1,0.000611
algeria,mixed_mie,1144.8,0.000611
algeria,mixed_mie,1149.4,0.000592
algeria,mixed_mie,1154.1,0.000592
algeria,mixed_mie,1158.7,0.000592
algeria,mixed_mie,1163.4,0.000611
algeria,mixed_mie,1168.1,0.000611
algeria,mixed_mie,1172.7,0.000611
algeria,mixed_mie,1177.4,0.00063
algeria,mixed_mie,1182.0,0.00063
algeria,mixed_mie,1186.7,0.00063
algeria,mixed_mie,1191.4,0.00063
algeria,mixed_mie,1196.0,0.00063
algeria,mixed_mie,1200.7,0.00063
algeria,mixed_mie,1205.3,0.00063
algeria,mixed_mie,1210.0,0.00063
algeria,mixed_mie,1214.7,0.000649
algeria,mixed_mie,1219.3,0.000649
algeria,mixed_mie,1224.0,0.000649
algeria,mixed_mie,1228.6,0.000668
algeria,mixed_mie,1233.3,0.000668
algeria,mixed_mie,1238.0,0.000649
algeria,mixed_mie,1242.6,0.000649
algeria,mixed_mie,1247.3,0.00063
algeria,mixed_mie,1251.9,0.000611
algeria,mixed_mie,1256.6,0.000611
algeria,mixed_mie,1261.3,0.00063
algeria,mixed_mie,1265.9,0.00063
algeria,mixed_mie,1270.6,0.00063
algeria,mixed_mie,1275.2,0.00063
algeria,mixed_mie,1279.9,0.00063
algeria,mixed_mie,1284.6,0.000611
algeria,mixed_mie,1289.2,0.000611
algeria,mixed_mie,1293.9,0.000611
algeria,mixed_mie,1298.5,0.000573
algeria,mixed_mie,1303.2,0.000573
algeria,mixed_mie,1307.9,0.000573
algeria,mixed_mie,1312.5,0.000573
algeria,mixed_mie,1317.2,0.000592
algeria,mixed_mie,1321.8,0.000592
algeria,mixed_mie,1326.5,0.000592
algeria,mixed_mie,1331.2,0.000592
algeria,mixed_mie,1335.8,0.000592
algeria,mixed_mie,1340.5,0.000592
algeria,mixed_mie,1345.1,0.000592
algeria,mixed_mie,1349.8,0.000592
algeria,mixed_mie,1354.5,0.000592
algeria,mixed_mie,1359.1,0.000592
algeria,mixed_mie,1363.8,0.000649
algeria,mixed_mie,1368.4,0.000649
algeria,mixed_mie,1373.1,0.000726
algeria,mixed_mie,1377.8,0.000745
algeria,mixed_mie,1382.4,0.000745
algeria,mixed_mie,1387.1,0.000687
algeria,mixed_mie,1391.7,0.000687
algeria,mixed_mie,1396.4,0.000687
algeria,mixed_mie,1401.1,0.00063
algeria,mixed_mie,1405.7,0.00063
algeria,mixed_mie,1410.4,0.000649
algeria,mixed_mie,1415.0,0.000706
algeria,mixed_mie,1419.7,0.000706
algeria,mixed_mie,1424.4,0.000726
algeria,mixed_mie,1429.0,0.000745
algeria,mixed_mie,1433.7,0.000745
algeria,mixed_mie,1438.3,0.000745
algeria,mixed_mie,1443.0,0.000745
algeria,mixed_mie,1447.7,0.000726
algeria,mixed_mie,1452.3,0.000706
algeria,mixed_mie,1457.0,0.000706
algeria,mixed_mie,1461.7,0.000706
algeria,mixed_mie,1466.3,0.000706
algeria,mixed_mie,1471.0,0.000706
algeria,mixed_mie,1475.6,0.000706
algeria,mixed_mie,1480.3,0.000706
algeria,mixed_mie,1485.0,0.000706
algeria,mixed_mie,1489.6,0.000706
algeria,mixed_mie,1494.3,0.000706
algeria,mixed_mie,1498.9,0.000706
algeria,mixed_mie,1503.6,0.000706
algeria,mixed_mie,1508.3,0.000706
algeria,mixed_mie,1512.9,0.000687
algeria,mixed_mie,1517.6,0.000706
algeria,mixed_mie,1522.2,0.000706
algeria,mixed_mie,1526.9,0.000706
algeria,mixed_mie,1531.6,0.000706
algeria,mixed_mie,1536.2,0.000726
algeria,mixed_mie,1540.9,0.000764
algeria,mixed_mie,1545.5,0.000764
algeria,mixed_mie,1550.2,0.000802
algeria,mixed_mie,1554.9,0.000802
algeria,mixed_mie,1559.5,0.000802
algeria,mixed_mie,1564.2,0.000783
algeria,mixed_mie,1568.8,0.000783
algeria,mixed_mie,1573.5,0.000764
algeria,mixed_mie,1578.2,0.000745
algeria,mixed_mie,1582.8,0.000745
algeria,mixed_mie,1587.5,0.000745
algeria,mixed_mie,1592.1,0.000764
algeria,mixed_mie,1596.8,0.000764
algeria,mixed_mie,1601.5,0.000764
algeria,mixed_mie,1606.1,0.000764
algeria,mixed_mie,1610.8,0.000764
algeria,mixed_mie,1615.4,0.000764
algeria,mixed_mie,1620.1,0.000764
algeria,mixed_mie,1624.8,0.000802
algeria,mixed_mie,1629.4,0.000802
algeria,mixed_mie,1634.1,0.000802
algeria,mixed_mie,1638.7,0.000821
algeria,mixed_mie,1643.4,0.000821
algeria,mixed_mie,1648.1,0.00084
algeria,mixed_mie,1652.7,0.000859
algeria,mixed_mie,1657.4,0.000859
algeria,mixed_mie,1662.0,0.000897
algeria,mixed_mie,1666.7,0.000916
algeria,mixed_mie,1671.4,0.000916
algeria,mixed_mie,1676.0,0.000916
algeria,mixed_mie,1680.7,0.000916
algeria,mixed_mie,1685.3,0.000916
algeria,mixed_mie,1690.0,0.00084
algeria,mixed_mie,1694.7,0.000821
algeria,mixed_mie,1699.3,0.000764
algeria,mixed_mie,1704.0,0.000764
algeria,mixed_mie,1708.6,0.000764
algeria,mixed_mie,1713.3,0.000783
algeria,mixed_mie,1718.0,0.000802
algeria,mixed_mie,1722.6,0.000802
algeria,mixed_mie,1727.3,0.00084
algeria,mixed_mie,1731.9,0.00084
algeria,mixed_mie,1736.6,0.00084
algeria,mixed_mie,1741.3,0.00084
algeria,mixed_mie,1745.9,0.00084
algeria,mixed_mie,1750.6,0.000802
algeria,mixed_mie,1755.2,0.000802
algeria,mixed_mie,1759.9,0.000802
algeria,mixed_mie,1764.6,0.000802
algeria,mixed_mie,1769.2,0.000802
algeria,mixed_mie,1773.9,0.000802
algeria,mixed_mie,1778.5,0.000783
algeria,mixed_mie,1783.2,0.000783
algeria,mixed_mie,1787.9,0.000821
algeria,mixed_mie,1792.5,0.000897
algeria,mixed_mie,1797.2,0.000955
algeria,mixed_mie,1801.8,0.000955
algeria,mixed_mie,1806.5,0.000955
algeria,mixed_mie,1811.2,0.000955
algeria,mixed_mie,1815.8,0.000955
algeria,mixed_mie,1820.5,0.000955
algeria,mixed_mie,1825.1,0.000955
algeria,mixed_mie,1829.8,0.000955
algeria,mixed_mie,1834.5,0.000955
algeria,mixed_mie,1839.1,0.000916
algeria,mixed_mie,1843.8,0.000916
algeria,mixed_mie,1848.4,0.000916
algeria,mixed_mie,1853.1,0.000897
algeria,mixed_mie,1857.8,0.000897
algeria,mixed_mie,1862.4,0.000859
algeria,mixed_mie,1867.1,0.000859
algeria,mixed_mie,1871.7,0.000859
algeria,mixed_mie,1876.4,0.00084
algeria,mixed_mie,1881.1,0.00084
algeria,mixed_mie,1885.7,0.00084
algeria,mixed_mie,1890.4,0.000878
algeria,mixed_mie,1895.0,0.000878
algeria,mixed_mie,1899.7,0.000897
algeria,mixed_mie,1904.4,0.000897
algeria,mixed_mie,1909.0,0.000897
algeria,mixed_mie,1913.7,0.000936
algeria,mixed_mie,1918.3,0.000936
algeria,mixed_mie,1923.0,0.000974
algeria,mixed_mie,1927.7,0.001012
algeria,mixed_mie,1932.3,0.001012
algeria,mixed_mie,1937.0,0.000993
algeria,mixed_mie,1941.7,0.000955
algeria,mixed_mie,1946.3,0.000955
algeria,mixed_mie,1951.0,0.000936
algeria,mixed_mie,1955.6,0.000916
algeria,mixed_mie,1960.3,0.000916
algeria,mixed_mie,1965.0,0.000897
algeria,mixed_mie,1969.6,0.000897
algeria,mixed_mie,1974.3,0.000878
algeria,mixed_mie,1978.9,0.000878
algeria,mixed_mie,1983.6,0.000878
algeria,mixed_mie,1988.3,0.000859
algeria,mixed_mie,1992.9,0.000859
algeria,mixed_mie,1997.6,0.000859
algeria,mixed_mie,2002.2,0.000859
algeria,mixed_mie,2006.9,0.000859
algeria,mixed_mie,2011.6,0.000897
algeria,mixed_mie,2016.2,0.000993
algeria,mixed_mie,2020.9,0.00105
algeria,mixed_mie,2025.5,0.001107
algeria,mixed_mie,2030.2,0.001088
algeria,mixed_mie,2034.9,0.001088
algeria,mixed_mie,2039.5,0.001146
algeria,mixed_mie,2044.2,0.001146
algeria,mixed_mie,2048.8,0.001146
algeria,mixed_mie,2053.5,0.001165
algeria,mixed_mie,2058.2,0.001165
algeria,mixed_mie,2062.8,0.001146
algeria,mixed_mie,2067.5,0.001146
algeria,mixed_mie,2072.1,0.001107
algeria,mixed_mie,2076.8,0.001069
algeria,mixed_mie,2081.5,0.001069
algeria,mixed_mie,2086.1,0.00105
algeria,mixed_mie,2090.8,0.000993
algeria,mixed_mie,2095.4,0.000993
algeria,mixed_mie,2100.1,0.000936
algeria,mixed_mie,2104.8,0.000936
algeria,mixed_mie,2109.4,0.000936
algeria,mixed_mie,2114.1,0.000955
algeria,mixed_mie,2118.7,0.000974
algeria,mixed_mie,2123.4,0.000993
algeria,mixed_mie,2128.1,0.001012
algeria,mixed_mie,2132.7,0.001012
algeria,mixed_mie,2137.4,0.001031
algeria,mixed_mie,2142.0,0.001069
algeria,mixed_mie,2146.7,0.001107
algeria,mixed_mie,2151.4,0.001146
algeria,mixed_mie,2156.0,0.001165
algeria,mixed_mie,2160.7,0.001165
algeria,mixed_mie,2165.3,0.001165
algeria,mixed_mie,2170.0,0.001165
algeria,mixed_mie,2174.7,0.001222
algeria,mixed_mie,2179.3,0.001222
algeria,mixed_mie,2184.0,0.001222
algeria,mixed_mie,2188.6,0.001298
algeria,mixed_mie,2193.3,0.001317
algeria,mixed_mie,2198.0,0.001337
algeria,mixed_mie,2202.6,0.001394
algeria,mixed_mie,2207.3,0.001394
algeria,mixed_mie,2211.9,0.001394
algeria,mixed_mie,2216.6,0.001394
algeria,mixed_mie,2221.3,0.001394
algeria,mixed_mie,2225.9,0.001394
algeria,mixed_mie,2230.6,0.001394
algeria,mixed_mie,2235.2,0.001394
algeria,mixed_mie,2239.9,0.001413
algeria,mixed_mie,2244.6,0.001413
algeria,mixed_mie,2249.2,0.001432
algeria,mixed_mie,2253.9,0.001432
algeria,mixed_mie,2258.5,0.001413
algeria,mixed_mie,2263.2,0.001413
algeria,mixed_mie,2267.9,0.001413
algeria,mixed_mie,2272.5,0.001413
algeria,mixed_mie,2277.2,0.001451
algeria,mixed_mie,2281.8,0.001451
algeria,mixed_mie,2286.5,0.00147
algeria,mixed_mie,2291.2,0.001489
algeria,mixed_mie,2295.8,0.001547
algeria,mixed_mie,2300.5,0.001585
algeria,mixed_mie,2305.1,0.001585
algeria,mixed_mie,2309.8,0.001585
algeria,mixed_mie,2314.5,0.001585
algeria,mixed_mie,2319.1,0.001604
algeria,mixed_mie,2323.8,0.001642
algeria,mixed_mie,2328.4,0.001661
algeria,mixed_mie,2333.1,0.001661
algeria,mixed_mie,2337.8,0.001642
algeria,mixed_mie,2342.4,0.001623
algeria,mixed_mie,2347.1,0.001623
algeria,mixed_mie,2351.7,0.001623
algeria,mixed_mie,2356.4,0.001623
algeria,mixed_mie,2361.1,0.001604
algeria,mixed_mie,2365.7,0.001585
algeria,mixed_mie,2370.4,0.001585
algeria,mixed_mie,2375.0,0.001585
algeria,mixed_mie,2379.7,0.001585
algeria,mixed_mie,2384.4,0.001585
algeria,mixed_mie,2389.0,0.001547
algeria,mixed_mie,2393.7,0.001527
algeria,mixed_mie,2398.3,0.00147
algeria,mixed_mie,2403.0,0.001451
algeria,mixed_mie,2407.7,0.00147
algeria,mixed_mie,2412.3,0.001432
algeria,mixed_mie,2417.0,0.001394
algeria,mixed_mie,2421.7,0.001375
algeria,mixed_mie,2426.3,0.001356
algeria,mixed_mie,2431.0,0.001356
algeria,mixed_mie,2435.6,0.001394
algeria,mixed_mie,2440.3,0.001566
algeria,mixed_mie,2445.0,0.001604
algeria,mixed_mie,2449.6,0.001814
algeria,mixed_mie,2454.3,0.001814
algeria,mixed_mie,2458.9,0.001852
algeria,mixed_mie,2463.6,0.001699
algeria,mixed_mie,2468.3,0.001699
algeria,mixed_mie,2472.9,0.001566
algeria,mixed_mie,2477.6,0.001508
algeria,mixed_mie,2482.2,0.001508
algeria,mixed_mie,2486.9,0.001508
algeria,mixed_mie,2491.6,0.001508
algeria,mixed_mie,2496.2,0.001489
mauritania,fine_mie,510.0,0.003139
mauritania,fine_mie,514.6,0.003139
mauritania,fine_mie,519.2,0.003139
mauritania,fine_mie,533.2,0.002967
mauritania,fine_mie,537.8,0.002947
mauritania,fine_mie,542.5,0.002967
mauritania,fine_mie,547.1,0.002947
mauritania,fine_mie,551.7,0.002947
mauritania,fine_mie,556.4,0.002947
mauritania,fine_mie,561.0,0.002928
mauritania,fine_mie,565.7,0.002947
mauritania,fine_mie,570.3,0.002928
mauritania,fine_mie,575.0,0.002871
mauritania,fine_mie,579.6,0.002871
mauritania,fine_mie,588.9,0.002871
mauritania,fine_mie,737.4,0.003139
mauritania,fine_mie,742.1,0.003139
mauritania,fine_mie,746.7,0.0031
mauritania,fine_mie,751.4,0.0031
mauritania,fine_mie,756.0,0.003062
mauritania,fine_mie,760.6,0.003062
mauritania,fine_mie,765.3,0.0031
mauritania,fine_mie,769.9,0.0031
mauritania,fine_mie,774.6,0.003062
mauritania,fine_mie,779.2,0.003062
mauritania,fine_mie,816.3,0.003254
mauritania,fine_mie,821.0,0.0031
mauritania,fine_mie,825.6,0.0031
mauritania,fine_mie,830.3,0.0031
mauritania,fine_mie,834.9,0.0031
mauritania,fine_mie,839.6,0.003234
mauritania,fine_mie,844.2,0.003234
mauritania,fine_mie,848.8,0.0031
mauritania,fine_mie,858.1,0.003196
mauritania,fine_mie,862.8,0.003215
mauritania,fine_mie,867.4,0.003234
mauritania,fine_mie,872.1,0.003234
mauritania,fine_mie,876.7,0.003254
mauritania,fine_mie,881.3,0.003254
mauritania,fine_mie,886.0,0.003273
mauritania,fine_mie,890.6,0.003292
mauritania,fine_mie,895.3,0.00333
mauritania,fine_mie,899.9,0.00333
mauritania,fine_mie,904.5,0.003388
mauritania,fine_mie,909.2,0.003368
mauritania,fine_mie,913.8,0.003368
mauritania,fine_mie,918.5,0.003368
mauritania,fine_mie,923.1,0.003311
mauritania,fine_mie,927.8,0.003311
mauritania,fine_mie,932.4,0.003292
mauritania,fine_mie,937.0,0.003292
mauritania,fine_mie,1002.0,0.003675
mauritania,fine_mie,1006.7,0.003675
mauritania,fine_mie,1011.3,0.003675
mauritania,fine_mie,1016.0,0.003866
mauritania,fine_mie,1020.6,0.003866
mauritania,fine_mie,1025.2,0.003675
mauritania,fine_mie,1029.9,0.003675
mauritania,fine_mie,1034.5,0.003675
mauritania,fine_mie,1039.2,0.003904
mauritania,fine_mie,1043.8,0.003904
mauritania,fine_mie,1048.5,0.003675
mauritania,fine_mie,1057.7,0.003675
mauritania,fine_mie,1062.4,0.003809
mauritania,fine_mie,1067.0,0.003828
mauritania,fine_mie,1071.7,0.003828
mauritania,fine_mie,1076.3,0.003809
mauritania,fine_mie,1080.9,0.003809
mauritania,fine_mie,1085.6,0.003809
mauritania,fine_mie,1090.2,0.003828
mauritania,fine_mie,1094.9,0.003789
mauritania,fine_mie,1099.5,0.003732
